sampleName,nCount_RNA,nFeature_RNA,percent.mt
HPA_72h,3427,1882,0.0583600817041144
HPA_72h,2761,1501,0
HPA_72h,13031,4690,0.552528585680301
HPA_72h,4322,2031,0
HPA_72h,3777,1930,0.026476039184538
HPA_72h,4176,1869,0
HPA_72h,2563,1364,0.0390167772142021
HPA_72h,4091,2228,0.0488878024932779
HPA_72h,4203,2012,0.0713775874375446
HPA_72h,2202,1465,0.0454132606721163
HPA_72h,2973,1751,0
HPA_72h,2715,1757,0.0368324125230203
HPA_72h,2873,1662,0.243647754959972
HPA_72h,4039,1910,0.0247586036147561
HPA_72h,2764,1547,0
HPA_72h,2279,1359,0.175515577007459
HPA_72h,3872,2005,0.0516528925619835
HPA_72h,2977,1727,0.369499496137051
HPA_72h,844,580,0
HPA_72h,2634,1632,0
HPA_72h,2974,1582,0.134498991257566
HPA_72h,4004,2016,0.024975024975025
HPA_72h,4045,2183,0.0741656365883807
HPA_72h,2569,1598,0.116776956014013
HPA_72h,8288,3256,5.79150579150579
HPA_72h,2663,1532,0.150206533984228
HPA_72h,2493,1452,0.0401123144805455
HPA_72h,2314,1480,0.0864304235090752
HPA_72h,3495,2039,0
HPA_72h,2902,1568,0.172294968986906
HPA_72h,2425,1322,0.0824742268041237
HPA_72h,2627,1603,0
HPA_72h,1787,1030,0
HPA_72h,2230,1328,0
HPA_72h,2002,1291,0.2997002997003
HPA_72h,4184,1929,0.167304015296367
HPA_72h,3107,1732,0.0321853878339234
HPA_72h,2324,1311,0.129087779690189
HPA_72h,2413,1582,0.124326564442603
HPA_72h,3318,1812,0.0301386377335744
HPA_72h,1046,772,0.0956022944550669
HPA_72h,7057,2917,0.0283406546691229
HPA_72h,279,218,3.9426523297491
HPA_72h,1938,1259,0.103199174406605
HPA_72h,2735,1549,0.292504570383912
HPA_72h,3361,1862,0
HPA_72h,2981,1594,0.134183160013418
HPA_72h,1663,1116,0
HPA_72h,5842,2788,0.0342348510783978
HPA_72h,4462,2141,0.0896458987001345
HPA_72h,3638,1846,0.0824628916987356
HPA_72h,2194,1368,0
HPA_72h,1751,1185,0.114220445459737
HPA_72h,708,483,0.141242937853107
HPA_72h,4306,2340,0.0696702275894101
HPA_72h,1971,1268,0.0507356671740233
HPA_72h,1854,1233,0.0539374325782093
HPA_72h,3295,1754,0.0606980273141123
HPA_72h,1456,990,0.0686813186813187
HPA_72h,2262,1375,0.13262599469496
HPA_72h,2110,1416,0
HPA_72h,1884,1184,0
HPA_72h,284,205,0
HPA_72h,5397,2355,4.11339633129516
HPA_72h,2651,1449,0.1508864579404
HPA_72h,3229,1798,0.0309693403530505
HPA_72h,1996,1236,0.100200400801603
HPA_72h,2135,1349,0
HPA_72h,1112,769,0.539568345323741
HPA_72h,2501,1346,0.199920031987205
HPA_72h,3979,1975,0.100527770796683
HPA_72h,3669,1661,0
HPA_72h,2004,1254,0
HPA_72h,5114,2509,0.0977708251857646
HPA_72h,2198,1407,0
HPA_72h,3882,2226,0.0515198351365276
HPA_72h,2686,1659,0.148920327624721
HPA_72h,3057,1719,0.098135426889107
HPA_72h,4025,2213,0.0993788819875776
HPA_72h,3367,1982,0.237600237600238
HPA_72h,3735,1847,0.133868808567604
HPA_72h,2941,1778,0.816048962937776
HPA_72h,2057,1362,0.0972289742343218
HPA_72h,2995,1664,0.0667779632721202
HPA_72h,2817,1537,0
HPA_72h,2825,1618,0.0707964601769911
HPA_72h,3763,1830,0.0531490831783152
HPA_72h,1964,1097,5.95723014256619
HPA_72h,1774,1125,0.28184892897407
HPA_72h,456,258,0.657894736842105
HPA_72h,2657,1484,0
HPA_72h,2305,1340,0
HPA_72h,4005,2310,0
HPA_72h,2643,1514,0.151343170639425
HPA_72h,3117,1678,0.0320821302534488
HPA_72h,4009,2060,0.074831628835121
HPA_72h,2975,1646,0
HPA_72h,1671,979,0.0598444045481747
HPA_72h,3804,1953,0.131440588853838
HPA_72h,2372,1325,0.0421585160202361
HPA_72h,2936,1642,0.544959128065395
HPA_72h,2928,1600,0.239071038251366
HPA_72h,2534,1491,0.0789265982636148
HPA_72h,3348,1799,0.029868578255675
HPA_72h,5635,2231,0
HPA_72h,5143,2377,0.058331713007972
HPA_72h,3299,1684,0.09093664746893
HPA_72h,2728,1501,0.0733137829912024
HPA_72h,3070,1650,0.195439739413681
HPA_72h,402,308,0
HPA_72h,3748,1785,0.240128068303095
HPA_72h,3147,1626,0.0317762948840165
HPA_72h,2916,1518,0.0342935528120713
HPA_72h,2653,1523,0
HPA_72h,3017,1548,0.0331455087835598
HPA_72h,5741,2548,0.0174185681936945
HPA_72h,2775,1535,0.216216216216216
HPA_72h,2328,1421,0
HPA_72h,3757,1871,0.0266169816342827
HPA_72h,2850,1557,0.175438596491228
HPA_72h,3567,1723,0.0280347631062518
HPA_72h,2464,1448,0.0405844155844156
HPA_72h,2528,1344,0.316455696202532
HPA_72h,4514,2297,0.0221533008418254
HPA_72h,3138,1702,0.0956022944550669
HPA_72h,2820,1539,0.0354609929078014
HPA_72h,3449,1743,0.173963467671789
HPA_72h,7012,3203,0.0142612664004564
HPA_72h,586,421,0
HPA_72h,3853,2031,0.051907604464054
HPA_72h,4169,2231,0
HPA_72h,4980,2207,0.100401606425703
HPA_72h,3014,1560,0.06635700066357
HPA_72h,2984,1570,0
HPA_72h,1069,716,0
HPA_72h,9196,3810,0.576337538060026
HPA_72h,3351,1730,0.298418382572366
HPA_72h,986,609,0.304259634888438
HPA_72h,3559,1846,0.0280977802753582
HPA_72h,3552,1630,0.0563063063063063
HPA_72h,3600,1917,0.0555555555555556
HPA_72h,4829,2186,0
HPA_72h,3491,1777,0.143225436837582
HPA_72h,6748,3020,0.222288085358625
HPA_72h,9219,3719,0.130165961601041
HPA_72h,12500,4575,0.056
HPA_72h,10327,4354,0.280817275104096
HPA_72h,4198,2206,0.0238208670795617
HPA_72h,1208,699,0
HPA_72h,78409,10407,0.794551645856981
HPA_72h,2692,1568,0
HPA_72h,4966,2406,0.120821586790173
HPA_72h,2726,1551,0
HPA_72h,4196,1993,0
HPA_72h,2975,1564,0.403361344537815
HPA_72h,3168,1761,0.694444444444444
HPA_72h,4919,2535,0.0406586704614759
HPA_72h,2864,1562,0
HPA_72h,3751,1731,0.0533191149026926
HPA_72h,88248,11191,1.30427885051219
HPA_72h,3559,1847,0
HPA_72h,7020,2698,0.142450142450142
HPA_72h,3809,1840,0.0262536098713573
HPA_72h,2923,1552,0.0342114266164899
HPA_72h,1403,1060,0.498930862437634
HPA_72h,3744,1909,0.213675213675214
HPA_72h,3387,1631,0.0295246530853262
HPA_72h,3798,1895,0
HPA_72h,4543,2290,0.0440237728373322
HPA_72h,2847,1436,0.0351246926589392
HPA_72h,3905,1848,0.0512163892445583
HPA_72h,2902,1596,0.0344589937973811
HPA_72h,1804,1139,0.221729490022173
HPA_72h,3743,1945,0.0534330750734705
HPA_72h,5174,2078,0.0193274062620796
HPA_72h,2916,1701,0.137174211248285
HPA_72h,4831,2136,0.0620989443179466
HPA_72h,2758,1519,0.0725163161711385
HPA_72h,3041,1619,0
HPA_72h,2215,1369,0.0451467268623025
HPA_72h,1598,1155,0.0625782227784731
HPA_72h,2591,1532,0
HPA_72h,2573,1536,0.233190827827439
HPA_72h,7465,3246,0.964501004688546
HPA_72h,3587,1776,0.0278784499581823
HPA_72h,7087,2846,0.0423310286439961
HPA_72h,6877,3058,0.334448160535117
HPA_72h,2313,1379,2.11846087332469
HPA_72h,2962,1827,0
HPA_72h,1895,1249,0.158311345646438
HPA_72h,3764,1985,0.026567481402763
HPA_72h,3264,1780,0.0306372549019608
HPA_72h,2783,1554,0.0718648939992814
HPA_72h,2799,1523,0.0714540907466952
HPA_72h,16695,4921,4.62413896376161
HPA_72h,1969,1192,0
HPA_72h,2583,1367,0.0774293457220286
HPA_72h,4698,2135,0.0851426138782461
HPA_72h,2877,1556,0
HPA_72h,2195,1378,0
HPA_72h,3270,1648,0.152905198776758
HPA_72h,3103,1562,0.0322268772155978
HPA_72h,2184,1358,0.366300366300366
HPA_72h,3234,1819,0.525664811379097
HPA_72h,3460,1747,0.0289017341040462
HPA_72h,5102,2295,0
HPA_72h,29995,6837,2.61376896149358
HPA_72h,4609,2194,0.130180082447386
HPA_72h,9724,3999,1.09008638420403
HPA_72h,4612,2209,0.0650477016478751
HPA_72h,3588,1947,0.195094760312152
HPA_72h,15353,4806,3.46512082329186
HPA_72h,2030,1464,0.246305418719212
HPA_72h,39878,7914,3.3201263854757
HPA_72h,5154,2265,0.0388048117966628
HPA_72h,2480,1389,0.0403225806451613
HPA_72h,2672,1527,0.112275449101796
HPA_72h,4249,1947,0
HPA_72h,4274,2220,0.0701918577445016
HPA_72h,2783,1702,0
HPA_72h,1812,1140,0.551876379690949
HPA_72h,3247,1902,0.123190637511549
HPA_72h,5727,2485,0.0523834468308015
HPA_72h,2415,1405,0
HPA_72h,4245,2131,0.0942285041224971
HPA_72h,4440,2289,0.135135135135135
HPA_72h,4442,2149,0.202611436289959
HPA_72h,5232,2356,0.0573394495412844
HPA_72h,3157,1789,0.031675641431739
HPA_72h,3831,1951,1.51396502218742
HPA_72h,2728,1563,0.146627565982405
HPA_72h,2876,1545,0.0347705146036161
HPA_72h,2055,1175,0.048661800486618
HPA_72h,6102,2761,0.573582431989512
HPA_72h,1957,1244,0.970873786407767
HPA_72h,2331,1448,0.128700128700129
HPA_72h,1779,1094,0.168634064080944
HPA_72h,2259,1305,0.0885347498893316
HPA_72h,5462,2503,0.164774807762724
HPA_72h,2495,1466,0.160320641282565
HPA_72h,3687,1848,0.16273393002441
HPA_72h,17513,5019,6.22965796836636
HPA_72h,3225,1795,0.124031007751938
HPA_72h,22117,6414,1.1846091242031
HPA_72h,2565,1435,0.350877192982456
HPA_72h,2582,1461,0.116189000774593
HPA_72h,2206,1334,0.0453309156844968
HPA_72h,3731,2008,0.0268024658268561
HPA_72h,4677,2199,0.10690613641223
HPA_72h,4252,1902,0
HPA_72h,1711,1081,0
HPA_72h,3660,1854,0.0546448087431694
HPA_72h,1263,839,0.237529691211401
HPA_72h,5252,2153,0
HPA_72h,3579,1743,0.139703827884884
HPA_72h,3183,1744,0.0628338045868677
HPA_72h,3046,1524,0.0656598818122127
HPA_72h,2521,1459,0.0793335977786593
HPA_72h,1580,946,0.0632911392405063
HPA_72h,7462,2957,0.0670061645671402
HPA_72h,3441,1798,0.755594303981401
HPA_72h,3763,1852,0.292319957480733
HPA_72h,2989,1729,0.234192037470726
HPA_72h,2298,1444,0.130548302872063
HPA_72h,2343,1403,0.213401621852326
HPA_72h,5842,2662,0.0342348510783978
HPA_72h,2058,1357,0
HPA_72h,2681,1506,0.0745990302126072
HPA_72h,2466,1513,0.040551500405515
HPA_72h,2097,1502,0.0953743443013829
HPA_72h,3366,2056,0
HPA_72h,3607,1778,0
HPA_72h,3350,1646,0.0597014925373134
HPA_72h,2693,1405,0.185666542888971
HPA_72h,16253,5572,0.55374392419861
HPA_72h,2893,1496,0
HPA_72h,3195,1780,0
HPA_72h,434,271,0.230414746543779
HPA_72h,3090,1556,0.0323624595469256
HPA_72h,2840,1716,0.105633802816901
HPA_72h,2394,1408,0
HPA_72h,3090,1740,0.0970873786407767
HPA_72h,402,257,0
HPA_72h,3084,1766,0.0972762645914397
HPA_72h,12574,4625,0.898679815492286
HPA_72h,2005,1208,0.0997506234413965
HPA_72h,1924,1264,0
HPA_72h,2923,1580,0.0684228532329798
HPA_72h,4316,2265,0.0231696014828545
HPA_72h,2364,1499,0
HPA_72h,3869,2039,0.155078831739468
HPA_72h,3257,1631,0.337734111145226
HPA_72h,2609,1688,0
HPA_72h,2461,1402,0.0406338886631451
HPA_72h,2846,1508,0.0351370344342937
HPA_72h,5525,2633,0.199095022624434
HPA_72h,3520,1873,0.0284090909090909
HPA_72h,5195,2480,0.173243503368624
HPA_72h,3666,1685,0
HPA_72h,2435,1442,0
HPA_72h,2755,1566,0.689655172413793
HPA_72h,2716,1596,0.110456553755523
HPA_72h,1868,1165,0.107066381156317
HPA_72h,1786,1066,0.223964165733483
HPA_72h,2873,1634,0.174034110685694
HPA_72h,2054,1321,0.0973709834469328
HPA_72h,6942,2858,0.0288101411696917
HPA_72h,2890,1649,0.13840830449827
HPA_72h,3413,1834,0.117198945209493
HPA_72h,2554,1627,0.156617071260767
HPA_72h,3057,1822,0.163559044815178
HPA_72h,3561,1851,0.1404099971918
HPA_72h,2823,1527,0.354233085370174
HPA_72h,4962,2148,0.0403063280935107
HPA_72h,2699,1604,0.185253797702853
HPA_72h,2927,1534,0.136658694909464
HPA_72h,3456,1738,0
HPA_72h,8248,3831,0.303103782735208
HPA_72h,3349,1609,0.0298596595998806
HPA_72h,2342,1409,0.0426985482493595
HPA_72h,3776,2071,0
HPA_72h,7400,3230,0.0540540540540541
HPA_72h,3432,1771,0.0291375291375291
HPA_72h,3466,1781,0.115406809001731
HPA_72h,3384,1871,0.0295508274231678
HPA_72h,4444,2195,0.0225022502250225
HPA_72h,12392,4007,3.65558424790187
HPA_72h,3915,1955,0.0255427841634738
HPA_72h,2455,1410,0.325865580448065
HPA_72h,4054,2095,0.0986679822397632
HPA_72h,4272,1943,0.117041198501873
HPA_72h,1837,1144,0
HPA_72h,3148,1656,0
HPA_72h,2069,1239,0.434992750120831
HPA_72h,2511,1467,0
HPA_72h,8278,3555,3.99855037448659
HPA_72h,2010,1260,0.0497512437810945
HPA_72h,2254,1396,0.177462289263531
HPA_72h,2488,1507,0.120578778135048
HPA_72h,2888,1600,0
HPA_72h,2730,1605,0.183150183150183
HPA_72h,5421,2644,0.0184467810367091
HPA_72h,2491,1503,0
HPA_72h,2814,1547,0.0355366027007818
HPA_72h,3045,1541,0.0656814449917898
HPA_72h,1971,1192,0.101471334348047
HPA_72h,3697,1831,0.0270489586150933
HPA_72h,3441,1863,0.1162452775356
HPA_72h,2796,1492,0.0357653791130186
HPA_72h,1175,792,0.0851063829787234
HPA_72h,3020,1761,0.0993377483443709
HPA_72h,1987,1315,0.150981378963261
HPA_72h,2128,1282,0
HPA_72h,2374,1401,0.04212299915754
HPA_72h,15442,5139,0.116565211760135
HPA_72h,2318,1393,0.129421915444349
HPA_72h,2753,1588,0.0363240101707228
HPA_72h,3269,1942,0.305903946160905
HPA_72h,3479,1806,0.229951135383731
HPA_72h,2663,1496,0.0375516334960571
HPA_72h,2370,1407,0.253164556962025
HPA_72h,4473,2306,1.72143974960876
HPA_72h,3539,1898,0.0282565696524442
HPA_72h,2476,1442,0.121163166397415
HPA_72h,2279,1396,0.0438788942518649
HPA_72h,2951,1611,0.101660454083362
HPA_72h,3821,1948,0.0261711593823606
HPA_72h,1928,1229,0.0518672199170125
HPA_72h,2995,1628,0.267111853088481
HPA_72h,1783,1178,0
HPA_72h,4011,2153,0.099725754176016
HPA_72h,445,370,0
HPA_72h,2114,1435,0.0946073793755913
HPA_72h,2720,1548,0
HPA_72h,2447,1436,0.122599100939926
HPA_72h,1517,982,0.0659195781147001
HPA_72h,2756,1704,0.0362844702467344
HPA_72h,3266,1847,0.306184935701164
HPA_72h,5138,2207,0.0194628260023355
HPA_72h,2347,1329,0.0426075841499787
HPA_72h,2753,1773,0.0363240101707228
HPA_72h,2329,1339,0
HPA_72h,5873,2659,0.0340541460922867
HPA_72h,2900,1601,0.0689655172413793
HPA_72h,3037,1674,0
HPA_72h,1836,1252,0
HPA_72h,1227,736,0
HPA_72h,2427,1400,0
HPA_72h,4564,2373,0.0219106047326906
HPA_72h,3803,1801,0.0788850907178543
HPA_72h,2129,1185,0.234852043212776
HPA_72h,2535,1388,0.0394477317554241
HPA_72h,4493,2267,0
HPA_72h,2150,1346,0.0930232558139535
HPA_72h,3234,1795,0.0309214594928881
HPA_72h,2036,1326,0.540275049115914
HPA_72h,2197,1302,0.0455166135639508
HPA_72h,6002,2502,1.0163278907031
HPA_72h,2210,1302,0.226244343891403
HPA_72h,3301,1647,0
HPA_72h,4386,2147,0.0227998176014592
HPA_72h,9466,3329,3.35939150644412
HPA_72h,3596,1917,0.0278086763070078
HPA_72h,3313,1779,0.12073649260489
HPA_72h,3008,1654,0.166223404255319
HPA_72h,544,405,0
HPA_72h,11845,4400,0.101308569016463
HPA_72h,4009,1849,0
HPA_72h,4799,2048,0.0625130235465722
HPA_72h,4212,1953,0
HPA_72h,2038,1253,0.0490677134445535
HPA_72h,4094,2125,0
HPA_72h,3843,1974,0
HPA_72h,7553,2700,4.03813054415464
HPA_72h,22838,6942,0.788160084070409
HPA_72h,5276,2000,0.0379075056861259
HPA_72h,2402,1409,0
HPA_72h,3826,1936,0.209095661265029
HPA_72h,2183,1359,0
HPA_72h,4286,2223,0.139990667288847
HPA_72h,3872,2248,0.0516528925619835
HPA_72h,4796,2329,0
HPA_72h,3796,1939,0
HPA_72h,3419,1900,0.0292483182217023
HPA_72h,2567,1517,0.0389559797428905
HPA_72h,2544,1477,0.0393081761006289
HPA_72h,4007,2113,3.24432243573746
HPA_72h,2380,1398,0.0420168067226891
HPA_72h,2933,1524,0.0681895669962496
HPA_72h,3039,1600,0
HPA_72h,1494,772,5.62248995983936
HPA_72h,2279,1314,0
HPA_72h,4353,2126,0.0229726625315874
HPA_72h,21731,6396,2.08918135382633
HPA_72h,1751,1100,0.399771559109081
HPA_72h,2933,1503,0.102284350494374
HPA_72h,3291,1937,0.0303859009419629
HPA_72h,2356,1418,0
HPA_72h,2986,1571,0.669792364367046
HPA_72h,9403,3784,0.010634903754121
HPA_72h,4391,2246,0
HPA_72h,4105,2236,0.097442143727162
HPA_72h,3360,1428,3.24404761904762
HPA_72h,568,378,0.352112676056338
HPA_72h,3918,1941,0.102092904543134
HPA_72h,6202,2740,0.0967429861335053
HPA_72h,1878,1109,0.053248136315229
HPA_72h,865,650,0.115606936416185
HPA_72h,3008,1586,0.0332446808510638
HPA_72h,3250,1700,0.430769230769231
HPA_72h,3731,2048,0.0804073974805682
HPA_72h,4187,2294,0.477668975400048
HPA_72h,3491,1971,0
HPA_72h,3119,1573,0.128246232766912
HPA_72h,3917,2163,1.22542762318101
HPA_72h,539,336,0
HPA_72h,1289,788,0.310318076027929
HPA_72h,2559,1537,0.273544353262993
HPA_72h,803,613,0
HPA_72h,2607,1513,0.0767165324127349
HPA_72h,9834,3817,1.42363229611552
HPA_72h,2728,1564,0
HPA_72h,3596,1992,0
HPA_72h,2600,1488,0.115384615384615
HPA_72h,2354,1382,0.0424808836023789
HPA_72h,2762,1523,0.0362056480811006
HPA_72h,2695,1426,0.0371057513914657
HPA_72h,2990,1641,0
HPA_72h,2707,1439,0.036941263391208
HPA_72h,3033,1653,0.329706561160567
HPA_72h,29043,6832,3.79781702992115
HPA_72h,2676,1628,0.261584454409567
HPA_72h,1697,1049,0.235710076605775
HPA_72h,1562,1049,0.192061459667093
HPA_72h,2936,1678,0
HPA_72h,3182,1865,0.282840980515399
HPA_72h,4106,2031,0.438382854359474
HPA_72h,3207,1948,0.0935453695042095
HPA_72h,2743,1492,0.1458257382428
HPA_72h,2845,1406,0.105448154657293
HPA_72h,1100,785,0.0909090909090909
HPA_72h,4164,2289,0.0720461095100865
HPA_72h,5387,2740,0.0185632077222944
HPA_72h,2442,1398,0.122850122850123
HPA_72h,3161,1618,0.158177791838026
HPA_72h,2471,1385,0
HPA_72h,3616,1861,0.0276548672566372
HPA_72h,3095,1597,0
HPA_72h,2635,1574,0.0379506641366224
HPA_72h,4863,2607,0.4523956405511
HPA_72h,3888,1679,0.0771604938271605
HPA_72h,2641,1585,0.0378644452858766
HPA_72h,4921,2552,0.0406421459053038
HPA_72h,2465,1492,0.0405679513184584
HPA_72h,6567,2632,0.609106136744328
HPA_72h,5962,2635,0.0335457900033546
HPA_72h,4594,2260,0.021767522855899
HPA_72h,2843,1519,0.175870559268378
HPA_72h,17983,5238,1.36239782016349
HPA_72h,1925,1387,0
HPA_72h,1519,1025,0.131665569453588
HPA_72h,2084,1371,0.0479846449136276
HPA_72h,1326,870,0.226244343891403
HPA_72h,2945,1604,0.067911714770798
HPA_72h,387,261,0.258397932816538
HPA_72h,2492,1276,0.0802568218298555
HPA_72h,4968,2589,0
HPA_72h,3114,1802,0.0963391136801541
HPA_72h,2715,1523,0.0736648250460405
HPA_72h,2809,1668,0.106799572801709
HPA_72h,3053,1659,0.0982640026203734
HPA_72h,1908,1201,0.0524109014675052
HPA_72h,8869,3680,0.0112752283233735
HPA_72h,3891,1958,0.102801336417373
HPA_72h,6388,2940,0
HPA_72h,3712,1916,0.21551724137931
HPA_72h,4411,2242,0
HPA_72h,2154,1185,0
HPA_72h,6586,2829,0.0303674460977832
HPA_72h,4370,2282,0.022883295194508
HPA_72h,4620,1964,0.0865800865800866
HPA_72h,1708,1098,0
HPA_72h,2289,1324,0.0436871996505024
HPA_72h,1770,1059,0
HPA_72h,8238,3277,0.182083029861617
HPA_72h,2692,1527,0
HPA_72h,2575,1670,0.0388349514563107
HPA_72h,2317,1588,0.0431592576607682
HPA_72h,2763,1522,0
HPA_72h,2303,1293,0.0434216239687364
HPA_72h,3063,1731,0
HPA_72h,2255,1225,0.133037694013304
HPA_72h,4029,1981,0
HPA_72h,2646,1437,0.0377928949357521
HPA_72h,4273,2312,0.280833138310321
HPA_72h,2762,1645,0
HPA_72h,2143,1218,0.0933271115258983
HPA_72h,1623,1036,0.924214417744917
HPA_72h,950,581,0.105263157894737
HPA_72h,2690,1524,0.0371747211895911
HPA_72h,2209,1410,0.0905387052965143
HPA_72h,2852,1660,0.0350631136044881
HPA_72h,1697,896,0
HPA_72h,2797,1794,0.250268144440472
HPA_72h,3367,1883,0.118800118800119
HPA_72h,3820,1840,0
HPA_72h,2686,1615,0.0744601638123604
HPA_72h,5203,2675,0.980203728618105
HPA_72h,3434,2039,0.05824111822947
HPA_72h,3181,1705,0
HPA_72h,3398,1732,0
HPA_72h,5078,2375,0.0787711697518708
HPA_72h,2137,1471,0
HPA_72h,2725,1542,0.403669724770642
HPA_72h,2485,1505,0.0402414486921529
HPA_72h,2736,1422,0.0730994152046784
HPA_72h,1409,936,0.85166784953868
HPA_72h,3972,2414,0.226586102719033
HPA_72h,3017,1636,0
HPA_72h,4392,2252,0
HPA_72h,3270,1828,0.0611620795107034
HPA_72h,3136,1768,0.127551020408163
HPA_72h,326,235,4.29447852760736
HPA_72h,3355,1729,0.029806259314456
HPA_72h,2648,1453,0.264350453172205
HPA_72h,3161,1758,0.0316355583676052
HPA_72h,3538,1810,0.113058224985868
HPA_72h,4766,2303,0.0209819555182543
HPA_72h,3796,1931,0.0263435194942044
HPA_72h,5542,2508,0.0721761097076867
HPA_72h,3479,1961,0.0574877838459327
HPA_72h,3083,1671,0
HPA_72h,3388,1720,0.0885478158205431
HPA_72h,3892,1960,0.025693730729702
HPA_72h,4545,2054,0.176017601760176
HPA_72h,9332,3799,0.492927561080154
HPA_72h,4021,1775,0.0497388709276299
HPA_72h,3110,1677,0.0643086816720257
HPA_72h,2410,1321,0
HPA_72h,2642,1508,0.151400454201363
HPA_72h,1884,1117,0.106157112526539
HPA_72h,2948,1605,0.033921302578019
HPA_72h,2824,1641,1.77053824362606
HPA_72h,4103,2118,0.0487448208627833
HPA_72h,2677,1502,0.0747104968248039
HPA_72h,2353,1301,0.0424989375265618
HPA_72h,4070,2245,1.47420147420147
HPA_72h,10114,3976,0.306505833498121
HPA_72h,5048,2448,0.158478605388273
HPA_72h,3310,1733,0
HPA_72h,2779,1529,0.107952500899604
HPA_72h,2657,1496,0.0376364320662401
HPA_72h,3723,1943,0.16116035455278
HPA_72h,806,656,0.124069478908189
HPA_72h,3938,1951,0.0253936008125952
HPA_72h,3911,1832,0.0511378164152391
HPA_72h,3215,1710,0.186625194401244
HPA_72h,2121,1282,0.33003300330033
HPA_72h,1076,419,0.0929368029739777
HPA_72h,4030,2167,0.0992555831265509
HPA_72h,2837,1547,0.422982023264011
HPA_72h,3697,1880,0.108195834460373
HPA_72h,9006,3549,0.0111037086386853
HPA_72h,9034,3960,4.4166482178437
HPA_72h,3135,1729,0.223285486443381
HPA_72h,4890,2226,0.122699386503067
HPA_72h,5701,2609,0.0175407823188914
HPA_72h,4368,2133,0.0457875457875458
HPA_72h,2785,1573,0.143626570915619
HPA_72h,3381,2045,0.147885241052943
HPA_72h,1710,1185,0.526315789473684
HPA_72h,2309,1273,0.043308791684712
HPA_72h,2421,1447,0.0826104915324246
HPA_72h,3244,1895,0.092478421701603
HPA_72h,1845,1247,0.0542005420054201
HPA_72h,3815,2131,1.62516382699869
HPA_72h,4134,2246,0
HPA_72h,2089,1245,0.0957395883197702
HPA_72h,1962,1246,0.101936799184506
HPA_72h,1868,1286,0.160599571734475
HPA_72h,2105,1322,0.142517814726841
HPA_72h,2330,1405,0
HPA_72h,2120,1232,0.0943396226415094
HPA_72h,1877,1262,0.106553010122536
HPA_72h,3611,2132,0
HPA_72h,3250,1791,0.646153846153846
HPA_72h,1903,1280,0.420388859695218
HPA_72h,1809,1203,0.0552791597567717
HPA_72h,2811,1510,0.0711490572749911
HPA_72h,2085,1197,0.0479616306954436
HPA_72h,2894,1813,0.103662750518314
HPA_72h,2235,1426,0
HPA_72h,1789,1163,0.0558971492453885
HPA_72h,2998,1445,0.0333555703802535
HPA_72h,4132,2030,5.3000968054211
HPA_72h,2277,1467,0
HPA_72h,3965,2153,0.0756620428751576
HPA_72h,470,308,2.5531914893617
HPA_72h,2545,1721,0
HPA_72h,375,291,1.06666666666667
HPA_72h,2418,1423,0.0827129859387924
HPA_72h,2696,1505,0.0741839762611276
HPA_72h,2038,1318,0.14720314033366
HPA_72h,3571,1814,0.420050406048726
HPA_72h,2374,1411,0.16849199663016
HPA_72h,7376,3159,1.51843817787419
HPA_72h,1504,996,0.0664893617021277
HPA_72h,2565,1345,0
HPA_72h,36613,7830,5.12113183841805
HPA_72h,2147,1228,0.0931532370749884
HPA_72h,2631,1513,0.0760167236792094
HPA_72h,1601,1056,0.18738288569644
HPA_72h,41285,7345,1.6131766985588
HPA_72h,4000,2092,0.175
HPA_72h,2922,1564,0
HPA_72h,2006,1181,0.0498504486540379
HPA_72h,3563,1865,0.140331181588549
HPA_72h,2571,1468,0
HPA_72h,1722,1094,0.871080139372822
HPA_72h,579,379,0.345423143350604
HPA_72h,850,609,0
HPA_72h,5963,2864,0.134160657387221
HPA_72h,4358,2102,0.114731528223956
HPA_72h,2934,1691,0.408997955010225
HPA_72h,7251,2761,0.110329609709006
HPA_72h,6670,2544,0.0299850074962519
HPA_72h,7105,3080,0.0281491907107671
HPA_72h,2701,1480,0
HPA_72h,2271,1277,0.0440334654337296
HPA_72h,3432,1799,0.0291375291375291
HPA_72h,1924,1163,0.207900207900208
HPA_72h,4164,2034,0
HPA_72h,3742,1869,0.106894708711919
HPA_72h,2536,1467,0.27602523659306
HPA_72h,4420,2261,0.0226244343891403
HPA_72h,2626,1445,0.0380807311500381
HPA_72h,2410,1416,0.04149377593361
HPA_72h,2503,1493,0.0399520575309628
HPA_72h,5171,2713,0.7735447689035
HPA_72h,3643,1878,0
HPA_72h,2621,1414,0
HPA_72h,3259,1914,0.828474992328935
HPA_72h,3357,1865,0.0893655049151028
HPA_72h,1888,1164,0.0529661016949153
HPA_72h,3660,2036,0.0819672131147541
HPA_72h,5455,2667,0.109990834097159
HPA_72h,1507,1133,0.53085600530856
HPA_72h,3795,2003,0
HPA_72h,2381,1414,0.167996640067199
HPA_72h,6695,3090,0.0149365197908887
HPA_72h,3649,1817,0.383666758015895
HPA_72h,2230,1357,0.179372197309417
HPA_72h,3092,1548,0.388098318240621
HPA_72h,13970,4651,2.89191123836793
HPA_72h,2527,1418,0.118717847249703
HPA_72h,4090,2087,0.19559902200489
HPA_72h,2670,1440,0
HPA_72h,274,204,1.82481751824817
