sampleName,nCount_RNA,nFeature_RNA,percent.mt
HPA_24h,2628,1602,0.15220700152207
HPA_24h,4472,2235,0.0670840787119857
HPA_24h,2852,1715,0.140252454417952
HPA_24h,3039,1603,0
HPA_24h,2863,1711,0
HPA_24h,2422,1489,0.660611065235343
HPA_24h,364,220,30.7692307692308
HPA_24h,2850,1609,0
HPA_24h,2289,1449,0
HPA_24h,2487,1544,0
HPA_24h,2757,1706,0.0725426187885383
HPA_24h,20031,6032,3.13514053217513
HPA_24h,4439,2095,0.0225275963054742
HPA_24h,3302,1824,0
HPA_24h,3536,1854,0.084841628959276
HPA_24h,3496,1940,0.143020594965675
HPA_24h,2678,1611,0.0373412994772218
HPA_24h,318,248,0
HPA_24h,3954,2282,0.0252908447142135
HPA_24h,7101,3482,0.0844951415293621
HPA_24h,3261,1791,0
HPA_24h,6242,2934,2.88369112463954
HPA_24h,3095,1568,0
HPA_24h,2493,1557,0.080224628961091
HPA_24h,3187,1643,0
HPA_24h,3010,1754,0.0664451827242525
HPA_24h,4956,2345,0
HPA_24h,3961,1901,0.0504922999242616
HPA_24h,3438,1771,0.058173356602676
HPA_24h,3155,1764,0.0316957210776545
HPA_24h,16940,5711,0.991735537190083
HPA_24h,4213,2072,0.0712081652029433
HPA_24h,3475,1846,0.0287769784172662
HPA_24h,4644,2473,0.0861326442721792
HPA_24h,3444,1892,0.0290360046457607
HPA_24h,2403,1365,0
HPA_24h,2664,1574,0.0750750750750751
HPA_24h,2361,1532,0
HPA_24h,2590,1605,0.0772200772200772
HPA_24h,3280,1877,0.121951219512195
HPA_24h,2108,1329,0
HPA_24h,3617,1850,0.0552944429084877
HPA_24h,2938,1636,0
HPA_24h,4436,2284,0.0225428313796213
HPA_24h,3054,1713,0
HPA_24h,3693,1875,0.0541565123206066
HPA_24h,3423,1856,0
HPA_24h,3028,1793,0.132100396301189
HPA_24h,5054,2341,0.0197863078749505
HPA_24h,5050,2449,0.0198019801980198
HPA_24h,1176,893,0
HPA_24h,3356,1750,0.0297973778307509
HPA_24h,5859,2475,0.0341355180064858
HPA_24h,6680,3065,0.0449101796407186
HPA_24h,7842,3020,0.459066564651875
HPA_24h,3805,2102,0.131406044678055
HPA_24h,4542,2228,0.0660501981505945
HPA_24h,2635,1548,0
HPA_24h,3703,2087,1.05320010802052
HPA_24h,2894,1611,0.0345542501727713
HPA_24h,2931,1616,0.136472193790515
HPA_24h,2421,1606,0.165220983064849
HPA_24h,5376,2247,0.0186011904761905
HPA_24h,2850,1670,0
HPA_24h,5545,2519,0.126239855725879
HPA_24h,3352,1808,0.0894988066825776
HPA_24h,14083,5143,0.866292693318185
HPA_24h,5032,2039,0.0794912559618442
HPA_24h,4237,2041,0
HPA_24h,3329,1939,0.0600781015319916
HPA_24h,3666,1907,0
HPA_24h,7228,3561,0.442722744881018
HPA_24h,5110,2776,0.0391389432485323
HPA_24h,3287,1785,0.152114390021296
HPA_24h,3441,2091,0.0290613193839
HPA_24h,1464,1009,1.36612021857923
HPA_24h,2042,1304,0
HPA_24h,2712,1479,0.0368731563421829
HPA_24h,3774,1879,0.132485426603074
HPA_24h,5171,2243,0.07735447689035
HPA_24h,4602,2415,0.0434593654932638
HPA_24h,2977,1498,0
HPA_24h,3373,1750,0.207530388378298
HPA_24h,1870,1264,0.695187165775401
HPA_24h,2831,1446,0
HPA_24h,3112,1746,0
HPA_24h,4324,2039,0.138760407030527
HPA_24h,4614,2012,0.173385348938015
HPA_24h,3860,1905,0.0259067357512953
HPA_24h,3643,2022,0.384298654954708
HPA_24h,2515,1477,0.0397614314115308
HPA_24h,1917,1125,0
HPA_24h,2294,1492,0.0871839581517001
HPA_24h,2919,1592,0
HPA_24h,5032,2136,0.417329093799682
HPA_24h,3222,1832,0.527622594661701
HPA_24h,69220,10331,1.51979196763941
HPA_24h,35274,7597,1.72364914668027
HPA_24h,2930,1644,0.068259385665529
HPA_24h,6707,2856,0.104368570150589
HPA_24h,12915,4751,1.83507549361208
HPA_24h,6472,3117,2.05500618046972
HPA_24h,3305,1687,0.121028744326778
HPA_24h,3501,1781,0.114253070551271
HPA_24h,2508,1520,0.0797448165869219
HPA_24h,2018,1195,0.0495540138751239
HPA_24h,3365,1939,0.0594353640416048
HPA_24h,3264,1868,0.0306372549019608
HPA_24h,1634,1091,0
HPA_24h,3378,1756,0.088809946714032
HPA_24h,3659,1869,0
HPA_24h,3148,1828,0.0317662007623888
HPA_24h,2383,1433,0
HPA_24h,3141,1716,0.0636739891754218
HPA_24h,4004,2281,0.4995004995005
HPA_24h,1957,1272,0.153295861011753
HPA_24h,3165,1830,0.600315955766193
HPA_24h,4279,2291,0.0701098387473709
HPA_24h,3891,2022,0.0514006682086867
HPA_24h,4589,2053,0.130747439529309
HPA_24h,1380,1036,0
HPA_24h,1488,929,0.0672043010752688
HPA_24h,3093,1634,0.0323310701584222
HPA_24h,4153,2008,0.26486876956417
HPA_24h,6178,3018,0.178051149239236
HPA_24h,4440,2022,0
HPA_24h,3432,1748,0.0291375291375291
HPA_24h,25515,6988,1.07779737409367
HPA_24h,4299,2323,0.0465224470807164
HPA_24h,2454,1438,0
HPA_24h,3424,1917,0.058411214953271
HPA_24h,6522,2909,0.567310640907697
HPA_24h,3272,1716,0
HPA_24h,4211,2176,0.0949893137022085
HPA_24h,43901,8705,2.94298535340881
HPA_24h,3739,1940,0.0534902380315592
HPA_24h,5025,2335,1.4726368159204
HPA_24h,412,363,0.485436893203883
HPA_24h,3945,1968,0.0506970849176172
HPA_24h,4279,1952,0.0233699462491236
HPA_24h,10345,4278,0.782986950217496
HPA_24h,3577,1934,0.0838691641039978
HPA_24h,2131,1307,0.0469263256687001
HPA_24h,3201,1730,0.0312402374258044
HPA_24h,2187,1226,0
HPA_24h,20569,5810,1.88633380329622
HPA_24h,4573,2073,0.0218674830527006
HPA_24h,4566,2405,0
HPA_24h,3450,1887,0.0289855072463768
HPA_24h,2819,1725,0
HPA_24h,3514,1590,0
HPA_24h,5389,2428,0.0742252737056968
HPA_24h,27387,6828,1.55548252820681
HPA_24h,1076,794,0.371747211895911
HPA_24h,3865,1788,0.0517464424320828
HPA_24h,10489,4232,0.695967203737249
HPA_24h,2699,1546,0.0370507595405706
HPA_24h,3897,2161,0.0513215293815756
HPA_24h,3935,1980,0.228716645489199
HPA_24h,2511,1455,0.0796495420151334
HPA_24h,2865,1608,0.279232111692845
HPA_24h,2683,1604,0.409988818486769
HPA_24h,5800,2781,0.103448275862069
HPA_24h,2647,1531,0.0377786173026067
HPA_24h,4441,2075,0
HPA_24h,5088,2733,0.117924528301887
HPA_24h,7549,3385,0.132467876539939
HPA_24h,5031,2540,0.0795070562512423
HPA_24h,2335,1295,0.12847965738758
HPA_24h,2294,1369,0.0871839581517001
HPA_24h,5304,2512,2.56410256410256
HPA_24h,3278,1909,0.061012812690665
HPA_24h,875,733,0.685714285714286
HPA_24h,2998,1579,0.166777851901268
HPA_24h,3433,1951,0.174774249927177
HPA_24h,3888,1863,0
HPA_24h,3947,1913,0.0506713959969597
HPA_24h,4483,2330,0.022306491188936
HPA_24h,2502,1588,0.4396482813749
HPA_24h,585,445,0
HPA_24h,3868,2025,0.0517063081695967
HPA_24h,4033,2359,0.0247954376394743
HPA_24h,3599,1681,1.86162823006391
HPA_24h,275,202,0.363636363636364
HPA_24h,2596,1419,0.115562403697997
HPA_24h,6655,3225,0.120210368144252
HPA_24h,4457,1974,0
HPA_24h,5183,2568,1.00327995369477
HPA_24h,2584,1602,0.232198142414861
HPA_24h,6726,3317,0.0892060660124889
HPA_24h,3228,1721,0.154894671623296
HPA_24h,3592,1877,0.389755011135857
HPA_24h,6581,2683,0.0303905181583346
HPA_24h,22955,6238,0.426922239163581
HPA_24h,629,411,0
HPA_24h,10083,3611,0.119012198750372
HPA_24h,12037,3873,1.15477278391626
HPA_24h,2757,1720,0.0362713093942691
HPA_24h,2827,1563,0.14149274849664
HPA_24h,2096,1242,0.0477099236641221
HPA_24h,5325,2405,0.0563380281690141
HPA_24h,1051,792,0.0951474785918173
HPA_24h,2360,1397,0
HPA_24h,4283,2058,0
HPA_24h,4573,2479,0.0218674830527006
HPA_24h,6643,3018,0.0451603191329219
HPA_24h,5106,2262,0.0195848021934978
HPA_24h,2719,1536,0.0735564545788893
HPA_24h,4817,2544,0.415196180195142
HPA_24h,4064,2085,0
HPA_24h,18043,5737,0.831347336917364
HPA_24h,2153,1225,0.928936367858802
HPA_24h,4253,2083,0.658358805549024
HPA_24h,2287,1371,0
HPA_24h,1788,1180,0.0559284116331096
HPA_24h,2500,1598,0.24
HPA_24h,3154,1690,0
HPA_24h,10580,4244,1.38941398865784
HPA_24h,4728,2483,0.148054145516074
HPA_24h,3067,1735,0.032605151613955
HPA_24h,6648,3006,0.0300842358604091
HPA_24h,3471,1833,0
HPA_24h,1011,737,0.0989119683481701
HPA_24h,5426,2648,0
HPA_24h,10328,3981,1.9848954298993
HPA_24h,4471,2459,0.357861775889063
HPA_24h,3532,1975,0.0849377123442809
HPA_24h,3035,1791,0.164744645799012
HPA_24h,2744,1502,0
HPA_24h,2526,1377,0.158353127474268
HPA_24h,2937,1529,0.102145045965271
HPA_24h,1364,961,0
HPA_24h,3399,1801,0
HPA_24h,2911,1703,0
HPA_24h,3361,1977,0.029753049687593
HPA_24h,2828,1568,0
HPA_24h,3043,1691,0.0328623069339468
HPA_24h,2310,1507,0
HPA_24h,2050,1238,0.146341463414634
HPA_24h,3152,1692,0
HPA_24h,559,446,0
HPA_24h,2717,1598,0.0368052999631947
HPA_24h,4085,2264,0
HPA_24h,7085,3195,0.0564573041637262
HPA_24h,3301,1971,0.121175401393517
HPA_24h,7587,3400,0.0659022011335179
HPA_24h,3403,1762,0.0881575080811049
HPA_24h,2912,1623,0.171703296703297
HPA_24h,2557,1504,0
HPA_24h,2773,1741,0.108186080057699
HPA_24h,3853,2043,0.129769011160135
HPA_24h,3441,1816,0
HPA_24h,33091,7601,1.78296213471941
HPA_24h,759,567,0.527009222661397
HPA_24h,6071,2470,0
HPA_24h,3503,1855,0.0570939194975735
HPA_24h,2527,1492,0.0791452314998021
HPA_24h,2285,1459,0
HPA_24h,1594,1197,0.125470514429109
HPA_24h,2601,1464,0.0768935024990388
HPA_24h,3478,1979,0.115008625646924
HPA_24h,511,402,0
HPA_24h,2343,1387,0.0853606487409304
HPA_24h,2250,1530,0
HPA_24h,894,410,1.00671140939597
HPA_24h,2466,1512,0.040551500405515
HPA_24h,2726,1557,0
HPA_24h,3063,1704,0
HPA_24h,2670,1580,0.224719101123596
HPA_24h,2014,789,0.397219463753724
HPA_24h,429,274,1.3986013986014
HPA_24h,3424,1941,0.175233644859813
HPA_24h,2735,1608,0.182815356489945
HPA_24h,2774,1605,0.180245133381399
HPA_24h,4129,1807,0.121094696052313
HPA_24h,3769,1876,0.0795967100026532
HPA_24h,4189,2105,0.023872045834328
HPA_24h,3527,1685,0.0283527076835838
HPA_24h,3903,2163,0
HPA_24h,4628,2565,0
HPA_24h,5156,2327,0.0387897595034911
HPA_24h,403,340,0
HPA_24h,266,233,0.75187969924812
HPA_24h,1400,943,0
HPA_24h,575,478,1.56521739130435
HPA_24h,3747,1910,0.106752068321324
HPA_24h,3313,1720,0.0905523694536674
HPA_24h,4110,2124,0.583941605839416
HPA_24h,4154,2282,0
HPA_24h,6313,2686,0.0792016473942658
HPA_24h,4334,2116,0.207660359944624
HPA_24h,533,306,0.187617260787992
HPA_24h,2957,1596,0.101454176530267
HPA_24h,3001,1737,0.666444518493835
HPA_24h,2974,1597,0.100874243443174
HPA_24h,2401,1351,0
HPA_24h,14625,5128,0.704273504273504
HPA_24h,3027,1717,0.0330360092500826
HPA_24h,1946,1205,0
HPA_24h,8225,3469,0.0121580547112462
HPA_24h,3350,1696,0.0298507462686567
HPA_24h,1847,1222,0
HPA_24h,4965,2752,0.0604229607250755
HPA_24h,4785,2252,0.459770114942529
HPA_24h,4626,2508,0.0216169476869866
HPA_24h,3825,2040,0.0261437908496732
HPA_24h,3564,1855,0.224466891133558
HPA_24h,2846,1667,0.0351370344342937
HPA_24h,13741,5065,1.27356087620988
HPA_24h,4413,2109,0.0906412871062769
HPA_24h,3692,1918,0.0812567713976165
HPA_24h,3151,1657,0.25388765471279
HPA_24h,3249,1884,0
HPA_24h,2533,1417,0
HPA_24h,4237,2047,0
HPA_24h,3258,1578,0.0613873542050338
HPA_24h,4190,1953,0.0715990453460621
HPA_24h,3697,1949,0.0270489586150933
HPA_24h,2976,1691,0.100806451612903
HPA_24h,2437,1362,0
HPA_24h,2906,1576,0
HPA_24h,4650,2162,0.129032258064516
HPA_24h,3827,1954,0.313561536451529
HPA_24h,1977,1157,0.252908447142135
HPA_24h,3673,1858,0.0544514021236047
HPA_24h,3440,1715,0.0290697674418605
HPA_24h,6161,2678,0
HPA_24h,18446,5395,0.515016805811558
HPA_24h,3435,1890,0.0582241630276565
HPA_24h,7339,3118,0.0408775037471045
HPA_24h,6142,2717,0.0162813415825464
HPA_24h,2697,1703,0.222469410456062
HPA_24h,3263,1835,0.153233220962305
HPA_24h,1936,1249,0
HPA_24h,2780,1544,0.0359712230215827
HPA_24h,3567,1742,0
HPA_24h,4046,2221,0.0988630746416213
HPA_24h,3117,1693,0.0320821302534488
HPA_24h,2870,1530,0.0696864111498258
HPA_24h,3761,2063,0
HPA_24h,2617,1554,0.0382116927779901
HPA_24h,2100,1458,0.142857142857143
HPA_24h,3196,1839,0.125156445556946
HPA_24h,3175,1614,0
HPA_24h,2878,1685,0
HPA_24h,3763,2054,0.0265745415891576
HPA_24h,2775,1563,0.0720720720720721
HPA_24h,2049,1294,0.341630063445583
HPA_24h,214,204,0.467289719626168
HPA_24h,3449,1814,0.20295737895042
HPA_24h,2594,1407,0
HPA_24h,5665,2352,0.123565754633716
HPA_24h,3258,1818,0.0920810313075506
HPA_24h,857,630,0
HPA_24h,2639,1419,0.113679424024252
HPA_24h,2704,1522,0
HPA_24h,2980,1579,0
HPA_24h,2510,1351,0
HPA_24h,3119,1644,0.0320615581917281
HPA_24h,4139,2140,0
HPA_24h,4929,2237,0.0811523635625888
HPA_24h,2905,1922,0
HPA_24h,3121,1661,0.0320410124959949
HPA_24h,4839,2292,0
HPA_24h,2901,1706,0.0344708721130645
HPA_24h,4694,2251,0.0639113762249681
HPA_24h,6683,3120,0.0748166990872363
HPA_24h,3686,1818,0.0271296798697775
HPA_24h,2594,1634,0.038550501156515
HPA_24h,2877,1714,0.24330900243309
HPA_24h,3533,1778,0.11321822813473
HPA_24h,4475,2160,0.0223463687150838
HPA_24h,2606,1462,0.0383729854182655
HPA_24h,3814,1802,0.0524383848977451
HPA_24h,4306,2132,0.0464468183929401
HPA_24h,2416,1569,0.124172185430464
HPA_24h,2044,1298,0.0978473581213307
HPA_24h,2783,1453,0.0359324469996407
HPA_24h,5308,2323,0.0188394875659382
HPA_24h,5281,2553,0.549138420753645
HPA_24h,3304,1712,0
HPA_24h,3895,1951,0.0256739409499358
HPA_24h,2407,1523,0.0830909846281678
HPA_24h,3700,2170,0
HPA_24h,7008,3388,0.399543378995434
HPA_24h,6990,3017,0.214592274678112
HPA_24h,4821,2093,0.0207425845260319
HPA_24h,3148,1800,0.381194409148666
HPA_24h,2396,1344,0.292153589315526
HPA_24h,2938,1609,0.340367597004765
HPA_24h,3926,2070,0.0254712175241977
HPA_24h,3468,2141,0.0576701268742791
HPA_24h,5529,2724,0.307469705190812
HPA_24h,2835,1456,0.246913580246914
HPA_24h,6938,3195,0.0720668780628423
HPA_24h,2533,1494,0.19739439399921
HPA_24h,2308,1369,0
HPA_24h,5702,2805,0.0350754121360926
HPA_24h,5602,2803,0.107104605498036
HPA_24h,3431,1923,0.0582920431361119
HPA_24h,2995,1739,0.0667779632721202
HPA_24h,4279,2450,0.0467398924982473
HPA_24h,2764,1511,0.0361794500723589
HPA_24h,4137,2174,0.048344210780759
HPA_24h,2471,1427,0
HPA_24h,3423,1794,0.0876424189307625
HPA_24h,3862,1897,0.0517866390471258
HPA_24h,3783,1956,0.0528680941052075
HPA_24h,4491,1984,0.0222667557336896
HPA_24h,3469,1891,0.0576535024502739
HPA_24h,3675,1643,0.0272108843537415
HPA_24h,2421,1373,0.206526228831062
HPA_24h,3204,1654,0.0624219725343321
HPA_24h,1181,810,0
HPA_24h,1149,803,0.522193211488251
HPA_24h,2483,1628,0
HPA_24h,4685,2254,0.0426894343649947
HPA_24h,3699,2033,0.08110300081103
HPA_24h,9634,3742,0.0311397135146357
HPA_24h,23355,6838,0.984799828730465
HPA_24h,4589,2361,0
HPA_24h,3854,2188,0.0259470679813181
HPA_24h,2358,1396,0.593723494486853
HPA_24h,3232,1824,0.0309405940594059
HPA_24h,3685,1990,0.0271370420624152
HPA_24h,3034,1728,0
HPA_24h,1387,955,0.0720980533525595
HPA_24h,2198,1316,0.0454959053685168
HPA_24h,3361,1774,0.0892591490627789
HPA_24h,3791,1876,0
HPA_24h,3078,1608,0.032488628979857
HPA_24h,3199,1784,0
HPA_24h,996,471,0.502008032128514
HPA_24h,3559,1901,0.0842933408260747
HPA_24h,3336,1812,0
HPA_24h,8019,3517,0.112233445566779
HPA_24h,3023,1649,0
HPA_24h,5241,2539,0.0381606563632894
HPA_24h,695,487,0
HPA_24h,2309,1446,0.346470333477696
HPA_24h,3533,1835,0.0566091140673648
HPA_24h,3792,2188,0
HPA_24h,6795,3160,0
HPA_24h,3324,1728,0
HPA_24h,4288,2154,0.0233208955223881
HPA_24h,3910,1934,0.0255754475703325
HPA_24h,3257,1738,0.122812404052809
HPA_24h,3147,1687,0.0317762948840165
HPA_24h,3043,1722,0.0328623069339468
HPA_24h,3216,1606,0.0310945273631841
HPA_24h,4152,2212,0.0240847784200385
HPA_24h,4177,2113,0.0718218817333014
HPA_24h,2975,1703,0.168067226890756
HPA_24h,2774,1605,0.0720980533525595
HPA_24h,5006,2298,0.0799041150619257
HPA_24h,4499,2437,0.111135807957324
HPA_24h,3851,2081,0.18177096857959
HPA_24h,2453,1418,0.122299225438239
HPA_24h,3851,2025,0.0519345624513113
HPA_24h,18699,6083,0.411786726562918
HPA_24h,3445,1839,0.11611030478955
HPA_24h,3602,1939,0.0277623542476402
HPA_24h,2252,1312,0.310834813499112
HPA_24h,2698,1658,0.0370644922164566
HPA_24h,2762,1695,0.253439536567705
HPA_24h,7971,3535,0.0627273867770669
HPA_24h,3065,1732,0.0978792822185971
HPA_24h,1295,994,0.386100386100386
HPA_24h,3297,1913,0.181983621474067
HPA_24h,4157,1985,0.144334856867934
HPA_24h,3031,1575,0
HPA_24h,4233,2120,0.047247814788566
HPA_24h,2304,1457,0.0868055555555556
HPA_24h,1993,1232,0.0501756146512795
HPA_24h,6051,2826,0.0330523880350355
HPA_24h,2948,1662,0.067842605156038
HPA_24h,7033,3278,0.0568747333996872
HPA_24h,2907,1806,0
HPA_24h,2067,1186,0
HPA_24h,3508,1908,0.228050171037628
HPA_24h,2825,1544,0.106194690265487
HPA_24h,2423,1555,0.0412711514651259
HPA_24h,4870,2542,0.082135523613963
HPA_24h,4157,2252,0.0240558094779889
HPA_24h,2930,1702,0.068259385665529
HPA_24h,5651,2429,0.0176959830118563
HPA_24h,2370,1366,0.168776371308017
HPA_24h,2641,1711,0.302915562287012
HPA_24h,2676,1451,0.186846038863976
HPA_24h,5730,2535,0.471204188481675
HPA_24h,622,408,0
HPA_24h,2639,1434,0.0378931413414172
HPA_24h,3043,1614,0.0657246138678935
HPA_24h,3642,2135,0
HPA_24h,3059,1599,0.03269042170644
HPA_24h,4003,1864,0.024981264051961
HPA_24h,4128,2120,0.0484496124031008
HPA_24h,3339,1765,0
HPA_24h,4053,1971,0.0493461633358006
HPA_24h,3288,1794,0.0912408759124088
HPA_24h,3882,2004,0
HPA_24h,5540,2371,0.0180505415162455
HPA_24h,3971,2101,0.025182573659028
HPA_24h,3505,1901,0.0285306704707561
HPA_24h,3259,1676,0.122737035900583
HPA_24h,4373,2004,0
HPA_24h,3765,1883,0.318725099601594
HPA_24h,3484,1816,0.0287026406429392
HPA_24h,3630,1953,0.0550964187327824
HPA_24h,3155,1690,0.063391442155309
HPA_24h,3344,2075,0.0299043062200957
HPA_24h,4203,2022,0.142755174875089
HPA_24h,3107,1748,0
HPA_24h,9460,3602,0.0211416490486258
HPA_24h,20335,5904,0.811408900909761
HPA_24h,2314,1461,0.0432152117545376
HPA_24h,12244,4949,2.17249264946096
HPA_24h,2060,1363,0.145631067961165
HPA_24h,3292,1993,0.0607533414337789
HPA_24h,5577,2705,0.0717231486462256
HPA_24h,5488,2493,0.05466472303207
HPA_24h,5382,2470,0
HPA_24h,6242,2866,0.320410124959949
HPA_24h,8276,3355,0.0120831319478009
HPA_24h,3050,1713,0
HPA_24h,8218,3738,0.0243368216110976
HPA_24h,454,368,1.10132158590308
HPA_24h,2584,1671,0.11609907120743
HPA_24h,2302,1365,3.30147697654214
HPA_24h,3444,1862,0.0290360046457607
HPA_24h,5662,2822,0.759448957965383
HPA_24h,3284,1955,1.58343483556638
HPA_24h,2450,1403,0.0408163265306122
HPA_24h,4570,2330,0
HPA_24h,8204,3730,0.0365675280351048
HPA_24h,3114,1727,0
HPA_24h,3206,1639,0.0311915159076731
HPA_24h,3525,1881,0
HPA_24h,4034,1881,0.0247892910262766
HPA_24h,89713,10982,0.7457113238884
HPA_24h,2914,1578,0.171585449553878
HPA_24h,30009,7452,0.969709087273818
HPA_24h,3460,1744,0.0578034682080925
HPA_24h,8217,3417,0.0730193501277839
HPA_24h,1398,962,0.0715307582260372
HPA_24h,2160,1304,0.0462962962962963
HPA_24h,3455,1880,0.0289435600578871
HPA_24h,2839,1590,0
HPA_24h,3009,1608,0.432037221668328
HPA_24h,2999,1690,0.466822274091364
HPA_24h,4576,2395,0.196678321678322
HPA_24h,3180,1686,0
HPA_24h,2289,1349,0.0873743993010048
HPA_24h,2646,1588,1.47392290249433
HPA_24h,3380,1841,0.0591715976331361
HPA_24h,2939,1581,0.102075535896563
HPA_24h,3427,1902,0.0583600817041144
HPA_24h,3003,1579,0
HPA_24h,3121,1654,0
HPA_24h,3558,1973,0.168634064080944
HPA_24h,4216,2405,0.213472485768501
HPA_24h,2041,1343,0.146986771190593
HPA_24h,4962,2615,0.201531640467553
HPA_24h,3919,2050,0.025516713447308
HPA_24h,3842,2084,0.156168662155128
HPA_24h,496,283,0.201612903225806
HPA_24h,2888,1729,0.0346260387811634
HPA_24h,3104,1867,0.38659793814433
HPA_24h,4534,2033,0.0220555800617556
HPA_24h,4320,2274,0.162037037037037
HPA_24h,3050,1702,0
HPA_24h,3540,1822,0.0564971751412429
HPA_24h,2740,1579,0.218978102189781
HPA_24h,7281,3388,1.20862518884769
HPA_24h,2501,1575,0
HPA_24h,4635,2696,0.215749730312837
HPA_24h,5245,2565,0.0190657769304099
HPA_24h,3588,1673,0.0278706800445931
HPA_24h,2775,1548,0.0720720720720721
HPA_24h,3337,1626,0
HPA_24h,61000,10103,2.04426229508197
HPA_24h,1489,994,0.0671591672263264
HPA_24h,1743,1069,0
HPA_24h,3136,1713,0.0956632653061224
HPA_24h,6690,2946,0.119581464872945
HPA_24h,3652,2085,0.136911281489595
HPA_24h,2996,1610,0
HPA_24h,3888,1947,0.0771604938271605
HPA_24h,3303,1794,0.0302755071147442
HPA_24h,2756,1559,0.0362844702467344
HPA_24h,11436,4340,0.0786988457502623
HPA_24h,5384,2555,0.222882615156018
HPA_24h,4527,2245,0.0883587364700685
HPA_24h,4162,1996,0.0961076405574243
HPA_24h,9427,4001,0
HPA_24h,3044,1677,0.0657030223390276
HPA_24h,2499,1458,0.120048019207683
HPA_24h,565,462,0
HPA_24h,832,682,0
HPA_24h,3644,1869,0
HPA_24h,2848,1623,0
HPA_24h,2473,1521,0.161746866154468
HPA_24h,5824,2581,0.0171703296703297
HPA_24h,4692,2084,0.0213128729752771
HPA_24h,2894,1614,0.0345542501727713
HPA_24h,4115,2152,0.121506682867558
HPA_24h,2762,1664,0.0724112961622013
HPA_24h,2783,1546,0.0359324469996407
HPA_24h,3802,2115,0.0263019463440295
HPA_24h,3104,1748,0
HPA_24h,2620,1522,0.0381679389312977
HPA_24h,3078,1868,0.032488628979857
HPA_24h,3593,1862,0.0834956860562204
HPA_24h,2200,1314,0.0909090909090909
HPA_24h,3769,1921,0.0530644733351021
HPA_24h,2666,1554,0.150037509377344
HPA_24h,3407,1843,0.117405341943058
HPA_24h,3574,1794,0.0839395635142697
HPA_24h,5635,2625,1.01153504880213
HPA_24h,3342,1845,0.149611011370437
HPA_24h,468,321,0.213675213675214
HPA_24h,3255,1621,0.0307219662058372
HPA_24h,2494,1499,0.0400962309542903
HPA_24h,4326,2250,0.208044382801664
HPA_24h,3634,1844,0
HPA_24h,3163,1840,0.0632311097059753
HPA_24h,382,242,0.261780104712042
HPA_24h,3849,1898,0.0779423226812159
HPA_24h,4272,2380,0.0702247191011236
HPA_24h,2861,1577,0.034952813701503
HPA_24h,3275,2050,0.0305343511450382
HPA_24h,2755,1493,0.108892921960073
HPA_24h,3906,1806,0.0512032770097286
HPA_24h,4867,2325,0.0821861516334498
HPA_24h,4001,2035,0.0249937515621095
HPA_24h,4706,2200,0
HPA_24h,3512,1928,0.0854214123006834
HPA_24h,1901,1204,0.0526038926880589
HPA_24h,2019,1233,0.0495294700346706
HPA_24h,4050,2251,0.246913580246914
HPA_24h,4548,2053,0
HPA_24h,2651,1534,0.0754432289701999
HPA_24h,2490,1429,0
HPA_24h,3132,1717,0.0638569604086845
HPA_24h,1901,1178,0.210415570752236
HPA_24h,51696,9388,0.831785824822037
HPA_24h,2971,1665,0
HPA_24h,2994,1596,0
HPA_24h,4651,2237,0.0430015050526768
HPA_24h,4736,2051,0.0211148648648649
HPA_24h,4899,2180,0.0204123290467442
HPA_24h,3479,1803,0.287438919229664
HPA_24h,6296,3091,0.0952986022871665
HPA_24h,4227,2013,0.0236574402649633
HPA_24h,2089,1337,0.143609382479655
HPA_24h,3273,1766,0
HPA_24h,6456,2733,0.0154894671623296
HPA_24h,4958,2474,0.0605082694634933
HPA_24h,2939,1646,0.0340251786321878
HPA_24h,3327,1846,0.150285542530809
HPA_24h,3230,1829,0.0309597523219814
HPA_24h,1995,1509,0.25062656641604
HPA_24h,1855,1138,0.0539083557951483
HPA_24h,4050,2162,0
HPA_24h,1132,493,0.353356890459364
HPA_24h,5486,2706,0.492161866569449
HPA_24h,4173,2071,0.0479271507308891
HPA_24h,1263,988,0.316706254948535
HPA_24h,6306,3152,0.206152870282271
HPA_24h,4324,2040,0
HPA_24h,3621,1769,0.0276166804750069
HPA_24h,2721,1468,0.0735023888276369
HPA_24h,2821,1726,0.141793690180787
HPA_24h,3653,2212,0
HPA_24h,4410,1925,0.0453514739229025
HPA_24h,1668,1175,0
HPA_24h,1858,1222,0
HPA_24h,5149,2361,0.0194212468440474
HPA_24h,5631,2492,0.124311845142959
HPA_24h,290,219,0.689655172413793
HPA_24h,12966,4331,1.51935832176462
HPA_24h,4170,1992,0
HPA_24h,2252,1297,0
HPA_24h,3948,2040,0.0253292806484296
HPA_24h,3447,1812,0
HPA_24h,3592,1800,0.0278396436525612
HPA_24h,32137,7919,1.07041727603697
HPA_24h,3223,1756,0
HPA_24h,3794,2016,0
HPA_24h,3908,2148,1.10030706243603
HPA_24h,2633,1561,0.0379794910748196
HPA_24h,3395,1800,0.0883652430044183
HPA_24h,3579,2052,0.0558815311539536
HPA_24h,3385,1875,0.0295420974889217
HPA_24h,3803,1919,0.0788850907178543
HPA_24h,3641,1812,0.0549299642955232
HPA_24h,2548,1603,0
HPA_24h,2957,1774,0.642543118025025
HPA_24h,4127,2094,0.16961473225103
HPA_24h,2919,1624,0.0685166152792052
HPA_24h,1416,1007,0
